,Date,Ammonia,PM10,PM25,Wind_speed,Temperature,Rainfall,Quadrante
243,2014-10-16,12.1,49.0,30.0,0.3115987890103449,18.75138888888889,0.0,3
244,2014-10-17,18.2,55.0,32.0,0.6505774100935126,20.25138888888889,0.0,3
245,2014-10-18,20.1,59.0,43.0,0.5961514282772292,19.250694444444445,0.0,1
246,2014-10-19,29.5,87.0,52.0,0.2658533505956212,18.138194444444444,0.0,3
247,2014-10-20,15.9,49.0,29.0,0.4809779527590843,18.64236111111111,0.2,3
248,2014-10-21,18.9,51.0,23.0,0.2284763515607145,19.390972222222224,0.0,3
249,2014-10-22,8.5,28.0,9.0,2.838373196644409,15.4125,0.4,4
250,2014-10-24,17.8,38.0,23.0,0.3169450371006259,13.377083333333337,0.0,4
251,2014-10-25,18.7,27.0,17.0,1.2874779068634126,13.06597222222222,0.0,1
252,2014-10-26,19.200000000000003,34.0,27.0,0.4665158794706847,11.525694444444444,0.0,1
253,2014-10-27,23.700000000000003,35.0,25.0,0.4802872254714832,9.586111111111112,0.0,1
254,2014-10-28,21.200000000000003,55.0,38.0,0.1843800901338603,8.85,0.0,2
255,2014-10-29,17.1,72.0,54.0,0.2597029082618209,8.386111111111111,0.0,1
256,2014-10-30,23.4,100.0,70.0,0.3157901535269561,8.694444444444446,0.0,4
257,2014-10-31,19.9,110.0,80.0,0.3763617982283002,9.622916666666669,0.0,3
258,2014-11-01,20.3,111.0,88.0,0.8017290449573062,10.589583333333334,0.0,3
259,2014-11-02,17.0,90.0,73.0,0.5923872452402731,10.93125,0.0,4
260,2014-11-03,26.8,91.0,69.0,0.9580078463759668,10.067361111111111,0.0,1
261,2014-11-04,24.5,50.0,40.0,2.170680830551876,13.411111111111111,14.2,1
262,2014-11-05,15.1,16.0,8.0,2.016027688984997,14.29375,33.2,1
263,2014-11-06,10.8,20.0,14.0,0.2563944730111427,13.02777777777778,7.800000000000004,1
264,2014-11-07,8.0,34.0,28.0,1.072027969475224,11.83125,1.2,4
265,2014-11-08,9.6,48.0,39.0,0.4169151949980459,13.704861111111112,0.0,4
266,2014-11-09,10.2,33.0,27.0,0.3746509827953636,13.946527777777778,0.4,2
267,2014-11-10,8.4,,,1.8044526876448013,13.877777777777778,71.80000000000005,1
268,2014-11-11,10.7,,,1.4598179373784026,14.118055555555555,13.200000000000005,1
269,2014-11-12,16.0,20.0,15.0,1.6879146861591727,14.40277777777778,54.80000000000002,1
270,2014-11-13,10.6,46.0,38.0,0.8261782727936825,12.82777777777778,23.800000000000004,4
271,2014-11-15,11.3,,,2.929613881221716,12.847916666666666,18.4,1
272,2014-11-16,10.6,34.0,25.0,0.1772673837804114,11.241666666666667,0.0,1
273,2014-11-17,8.1,19.0,13.0,1.117866536221131,9.163194444444445,25.19999999999998,1
274,2014-11-18,4.1000000000000005,38.0,36.0,0.7914139336376095,9.61875,1.7999999999999998,4
275,2014-11-19,5.2,50.0,38.0,0.8936054990267229,8.739583333333334,0.0,3
276,2014-11-20,4.5,56.0,45.0,0.3732491137648167,7.121527777777779,0.0,4
277,2014-11-21,8.0,,,0.3805891927435565,7.66388888888889,0.0,4
278,2014-11-22,11.3,81.0,65.0,0.1263628709309558,7.495833333333334,0.0,4
279,2014-11-23,17.1,85.0,74.0,0.38592031251736,9.141666666666667,0.0,4
280,2014-11-24,16.900000000000002,97.0,79.0,0.3994875309559194,10.549305555555556,0.0,4
281,2014-11-25,19.0,99.0,87.0,0.7287223135038445,10.014583333333334,0.0,1
282,2014-11-26,7.9,45.0,39.0,1.0776935520559898,8.049305555555556,1.2,1
283,2014-11-27,6.9,49.0,34.0,0.796099234207124,7.6097222222222225,2.0,1
284,2014-11-28,6.6000000000000005,40.0,33.0,0.3636155150708864,8.211805555555555,9.800000000000002,1
285,2014-11-29,7.4,33.0,20.0,0.4279091245157261,10.455555555555556,1.2000000000000002,4
286,2014-11-30,11.7,35.0,26.0,0.7608173287776212,11.847222222222223,12.39999999999999,1
